datetime,open,high,low,close,volume
2026-01-01 00:00:00,4361.000,4361.161,4358.177,4358.339,298
2026-01-01 00:05:00,4358.339,4360.023,4358.106,4359.926,438
2026-01-01 00:10:00,4359.926,4361.306,4358.383,4360.364,412
2026-01-01 00:15:00,4360.364,4362.007,4355.526,4356.266,493
2026-01-01 00:20:00,4356.266,4357.175,4356.078,4357.024,541
2026-01-01 00:25:00,4357.024,4359.547,4356.337,4359.434,348
2026-01-01 00:30:00,4359.434,4359.624,4358.144,4358.601,608
2026-01-01 00:35:00,4358.601,4359.440,4357.322,4359.202,509
2026-01-01 00:40:00,4359.202,4360.326,4356.615,4357.368,216
2026-01-01 00:45:00,4357.368,4361.527,4356.832,4361.317,206
2026-01-01 00:50:00,4361.317,4362.423,4361.033,4361.183,498
2026-01-01 00:55:00,4361.183,4362.165,4358.442,4359.474,466
2026-01-01 01:00:00,4359.474,4362.850,4358.691,4362.297,484
2026-01-01 01:05:00,4362.297,4362.508,4360.459,4360.618,495
2026-01-01 01:10:00,4360.618,4360.657,4355.765,4356.931,533
2026-01-01 01:15:00,4356.931,4361.122,4355.874,4360.448,642
2026-01-01 01:20:00,4360.448,4360.662,4355.700,4356.520,333
2026-01-01 01:25:00,4356.520,4362.944,4356.249,4362.112,324
2026-01-01 01:30:00,4362.112,4362.485,4358.936,4359.269,336
2026-01-01 01:35:00,4359.269,4360.378,4358.326,4358.847,543
2026-01-01 01:40:00,4358.847,4359.600,4357.056,4357.211,686
2026-01-01 01:45:00,4357.211,4363.886,4356.075,4363.605,435
2026-01-01 01:50:00,4363.605,4364.721,4358.633,4358.963,124
2026-01-01 01:55:00,4358.963,4359.244,4357.639,4358.008,244
2026-01-01 02:00:00,4358.008,4358.800,4357.193,4358.270,375
2026-01-01 02:05:00,4358.270,4361.676,4357.868,4361.486,416
2026-01-01 02:10:00,4361.486,4361.529,4360.511,4360.918,438
2026-01-01 02:15:00,4360.918,4361.582,4360.572,4361.136,505
2026-01-01 02:20:00,4361.136,4361.880,4360.647,4361.247,453
2026-01-01 02:25:00,4361.247,4368.685,4360.960,4367.931,657
2026-01-01 02:30:00,4367.931,4368.431,4356.954,4358.033,398
2026-01-01 02:35:00,4358.033,4358.155,4357.260,4357.605,370
2026-01-01 02:40:00,4357.605,4358.354,4355.712,4356.374,571
2026-01-01 02:45:00,4356.374,4362.692,4356.223,4362.211,269
2026-01-01 02:50:00,4362.211,4365.556,4361.300,4364.390,558
2026-01-01 02:55:00,4364.390,4364.858,4358.955,4359.241,515
2026-01-01 03:00:00,4359.241,4360.247,4355.648,4356.164,477
2026-01-01 03:05:00,4356.164,4356.207,4348.000,4348.000,738
2026-01-01 03:10:00,4348.000,4348.750,4348.000,4348.000,406
2026-01-01 03:15:00,4348.000,4363.387,4348.000,4363.055,809
2026-01-01 03:20:00,4363.055,4364.022,4361.825,4362.218,466
2026-01-01 03:25:00,4362.218,4362.626,4355.909,4356.838,308
2026-01-01 03:30:00,4356.838,4361.339,4356.556,4360.892,510
2026-01-01 03:35:00,4360.892,4361.541,4360.370,4360.391,338
2026-01-01 03:40:00,4360.391,4360.905,4360.219,4360.884,387
2026-01-01 03:45:00,4360.884,4364.728,4360.487,4363.949,559
2026-01-01 03:50:00,4363.949,4364.379,4360.658,4360.959,583
2026-01-01 03:55:00,4360.959,4363.342,4360.618,4363.142,406
2026-01-01 04:00:00,4363.142,4363.881,4360.003,4360.266,648
2026-01-01 04:05:00,4360.266,4361.742,4359.394,4361.353,673
2026-01-01 04:10:00,4361.353,4364.507,4360.687,4363.041,715
2026-01-01 04:15:00,4363.041,4363.236,4351.328,4352.872,579
2026-01-01 04:20:00,4352.872,4358.484,4351.841,4358.438,704
2026-01-01 04:25:00,4358.438,4358.703,4356.065,4357.697,217
2026-01-01 04:30:00,4357.697,4358.731,4356.596,4356.856,452
2026-01-01 04:35:00,4356.856,4360.001,4355.616,4358.680,369
2026-01-01 04:40:00,4358.680,4368.030,4358.482,4367.651,517
2026-01-01 04:45:00,4367.651,4368.030,4355.503,4355.686,414
2026-01-01 04:50:00,4355.686,4366.095,4355.564,4365.083,475
2026-01-01 04:55:00,4365.083,4366.027,4350.735,4351.447,782
2026-01-01 05:00:00,4351.447,4358.647,4351.077,4358.412,474
2026-01-01 05:05:00,4358.412,4361.560,4358.076,4361.018,562
2026-01-01 05:10:00,4361.018,4363.630,4360.061,4363.265,465
2026-01-01 05:15:00,4363.265,4364.481,4362.817,4363.960,511
2026-01-01 05:20:00,4363.960,4365.118,4362.646,4364.434,500
2026-01-01 05:25:00,4364.434,4364.583,4358.264,4358.374,567
2026-01-01 05:30:00,4358.374,4358.524,4357.555,4357.771,674
2026-01-01 05:35:00,4357.771,4365.075,4357.680,4364.902,747
2026-01-01 05:40:00,4364.902,4365.455,4358.857,4359.251,546
2026-01-01 05:45:00,4359.251,4359.345,4352.244,4353.352,588
2026-01-01 05:50:00,4353.352,4354.213,4353.246,4354.115,327
2026-01-01 05:55:00,4354.115,4355.526,4353.865,4355.280,486
2026-01-01 06:00:00,4355.280,4363.746,4354.098,4363.106,641
2026-01-01 06:05:00,4363.106,4363.783,4361.054,4361.166,629
2026-01-01 06:10:00,4361.166,4364.323,4360.098,4364.243,531
2026-01-01 06:15:00,4364.243,4365.191,4357.309,4358.016,632
2026-01-01 06:20:00,4358.016,4361.794,4357.640,4361.318,573
2026-01-01 06:25:00,4361.318,4364.503,4361.114,4363.977,680
2026-01-01 06:30:00,4363.977,4364.106,4358.151,4358.707,543
2026-01-01 06:35:00,4358.707,4363.619,4358.593,4363.078,446
2026-01-01 06:40:00,4363.078,4363.085,4355.937,4356.713,550
2026-01-01 06:45:00,4356.713,4359.281,4356.506,4358.430,60
2026-01-01 06:50:00,4358.430,4358.979,4357.250,4358.332,557
2026-01-01 06:55:00,4358.332,4358.871,4353.628,4353.639,47
2026-01-01 07:00:00,4353.639,4363.742,4353.062,4363.387,241
2026-01-01 07:05:00,4363.387,4364.877,4357.632,4357.851,567
2026-01-01 07:10:00,4357.851,4360.803,4357.799,4360.672,571
2026-01-01 07:15:00,4360.672,4364.713,4359.580,4363.430,325
2026-01-01 07:20:00,4363.430,4364.457,4362.222,4363.256,393
2026-01-01 07:25:00,4363.256,4364.863,4362.947,4364.570,705
2026-01-01 07:30:00,4364.570,4364.639,4359.751,4360.086,427
2026-01-01 07:35:00,4360.086,4360.924,4356.535,4358.177,836
2026-01-01 07:40:00,4358.177,4361.254,4357.674,4360.228,499
2026-01-01 07:45:00,4360.228,4361.029,4350.490,4350.664,561
2026-01-01 07:50:00,4350.664,4353.114,4350.207,4352.090,742
2026-01-01 07:55:00,4352.090,4353.338,4351.247,4352.829,519
2026-01-01 08:00:00,4352.829,4355.062,4352.295,4354.781,349
2026-01-01 08:05:00,4354.781,4363.531,4354.558,4363.196,483
2026-01-01 08:10:00,4363.196,4363.372,4353.815,4355.340,494
2026-01-01 08:15:00,4355.340,4359.439,4355.071,4358.535,295
2026-01-01 08:20:00,4358.535,4370.198,4358.287,4368.719,461
2026-01-01 08:25:00,4368.719,4368.754,4358.585,4358.692,388
2026-01-01 08:30:00,4358.692,4365.669,4358.169,4365.367,638
2026-01-01 08:35:00,4365.367,4365.661,4354.792,4355.193,505
2026-01-01 08:40:00,4355.193,4360.102,4354.391,4359.652,457
2026-01-01 08:45:00,4359.652,4359.741,4354.770,4355.103,484
2026-01-01 08:50:00,4355.103,4359.348,4354.825,4358.861,533
2026-01-01 08:55:00,4358.861,4366.278,4358.555,4366.131,592
2026-01-01 09:00:00,4366.131,4366.470,4349.825,4350.331,350
2026-01-01 09:05:00,4350.331,4364.129,4349.372,4363.678,343
2026-01-01 09:10:00,4363.678,4363.793,4362.189,4362.483,665
2026-01-01 09:15:00,4362.483,4362.609,4357.077,4357.349,438
2026-01-01 09:20:00,4357.349,4357.874,4351.872,4352.073,287
2026-01-01 09:25:00,4352.073,4361.764,4351.916,4361.512,566
2026-01-01 09:30:00,4361.512,4361.846,4357.176,4357.786,569
2026-01-01 09:35:00,4357.786,4362.719,4356.344,4362.549,270
2026-01-01 09:40:00,4362.549,4362.624,4360.723,4361.252,534
2026-01-01 09:45:00,4361.252,4371.675,4360.751,4371.144,610
2026-01-01 09:50:00,4371.144,4372.420,4358.167,4359.652,556
2026-01-01 09:55:00,4359.652,4360.482,4354.138,4354.755,594
2026-01-01 10:00:00,4354.755,4363.258,4354.169,4362.309,289
2026-01-01 10:05:00,4362.309,4364.077,4362.181,4362.584,549
2026-01-01 10:10:00,4362.584,4370.198,4361.871,4369.764,454
2026-01-01 10:15:00,4369.764,4370.243,4366.335,4366.492,427
2026-01-01 10:20:00,4366.492,4366.674,4362.842,4363.502,630
2026-01-01 10:25:00,4363.502,4370.623,4363.465,4370.497,721
2026-01-01 10:30:00,4370.497,4371.194,4353.116,4353.787,769
2026-01-01 10:35:00,4353.787,4358.115,4353.162,4357.265,697
2026-01-01 10:40:00,4357.265,4357.310,4354.884,4355.467,483
2026-01-01 10:45:00,4355.467,4359.741,4355.109,4358.875,552
2026-01-01 10:50:00,4358.875,4358.934,4352.503,4352.645,615
2026-01-01 10:55:00,4352.645,4365.932,4352.230,4365.396,518
2026-01-01 11:00:00,4365.396,4365.777,4359.975,4359.984,519
2026-01-01 11:05:00,4359.984,4360.931,4351.636,4352.085,623
2026-01-01 11:10:00,4352.085,4355.554,4351.423,4354.985,491
2026-01-01 11:15:00,4354.985,4363.662,4354.977,4363.432,390
2026-01-01 11:20:00,4363.432,4367.294,4363.298,4366.780,437
2026-01-01 11:25:00,4366.780,4375.256,4366.002,4374.155,595
2026-01-01 11:30:00,4374.155,4380.000,4373.154,4380.000,500
2026-01-01 11:35:00,4380.000,4380.000,4363.706,4364.145,551
2026-01-01 11:40:00,4364.145,4364.811,4355.018,4355.243,600
2026-01-01 11:45:00,4355.243,4355.547,4348.000,4348.000,443
2026-01-01 11:50:00,4348.000,4363.349,4348.000,4363.265,613
2026-01-01 11:55:00,4363.265,4364.437,4355.693,4356.415,556
2026-01-01 12:00:00,4356.415,4359.553,4354.956,4358.959,314
2026-01-01 12:05:00,4358.959,4359.346,4356.769,4357.727,716
2026-01-01 12:10:00,4357.727,4361.080,4357.136,4360.738,424
2026-01-01 12:15:00,4360.738,4369.106,4359.803,4368.421,251
2026-01-01 12:20:00,4368.421,4368.840,4362.484,4362.665,343
2026-01-01 12:25:00,4362.665,4362.939,4360.186,4360.677,346
2026-01-01 12:30:00,4360.677,4360.799,4354.399,4355.129,507
2026-01-01 12:35:00,4355.129,4355.339,4350.377,4351.094,458
2026-01-01 12:40:00,4351.094,4358.884,4350.807,4358.652,449
2026-01-01 12:45:00,4358.652,4362.258,4358.615,4361.413,592
2026-01-01 12:50:00,4361.413,4373.192,4361.061,4372.972,550
2026-01-01 12:55:00,4372.972,4373.918,4362.493,4362.613,547
2026-01-01 13:00:00,4362.613,4368.708,4362.435,4368.025,561
2026-01-01 13:05:00,4368.025,4368.237,4358.564,4358.665,592
2026-01-01 13:10:00,4358.665,4359.378,4353.853,4354.351,183
2026-01-01 13:15:00,4354.351,4356.008,4353.835,4355.762,445
2026-01-01 13:20:00,4355.762,4357.382,4354.725,4357.298,172
2026-01-01 13:25:00,4357.298,4375.534,4355.860,4375.311,505
2026-01-01 13:30:00,4375.311,4376.559,4356.094,4356.735,499
2026-01-01 13:35:00,4356.735,4368.532,4355.975,4367.203,656
2026-01-01 13:40:00,4367.203,4367.247,4355.614,4356.267,678
2026-01-01 13:45:00,4356.267,4367.913,4355.077,4367.811,530
2026-01-01 13:50:00,4367.811,4368.499,4364.329,4364.392,424
2026-01-01 13:55:00,4364.392,4364.934,4360.418,4361.014,572
2026-01-01 14:00:00,4361.014,4361.970,4359.863,4361.757,420
2026-01-01 14:05:00,4361.757,4361.774,4357.607,4357.937,499
2026-01-01 14:10:00,4357.937,4365.032,4357.699,4364.831,647
2026-01-01 14:15:00,4364.831,4365.364,4358.656,4359.228,416
2026-01-01 14:20:00,4359.228,4360.245,4354.445,4354.453,620
2026-01-01 14:25:00,4354.453,4355.779,4353.964,4354.156,601
2026-01-01 14:30:00,4354.156,4363.902,4353.506,4363.187,356
2026-01-01 14:35:00,4363.187,4372.210,4361.875,4371.916,646
2026-01-01 14:40:00,4371.916,4372.104,4361.997,4363.140,604
2026-01-01 14:45:00,4363.140,4364.380,4360.708,4361.435,515
2026-01-01 14:50:00,4361.435,4364.654,4360.845,4363.946,385
2026-01-01 14:55:00,4363.946,4370.853,4363.399,4370.237,371
2026-01-01 15:00:00,4370.237,4370.460,4363.157,4363.566,419
2026-01-01 15:05:00,4363.566,4363.827,4359.434,4359.718,581
2026-01-01 15:10:00,4359.718,4369.203,4358.918,4369.021,356
2026-01-01 15:15:00,4369.021,4369.139,4364.481,4364.888,565
2026-01-01 15:20:00,4364.888,4372.039,4364.414,4371.643,313
2026-01-01 15:25:00,4371.643,4371.860,4363.011,4363.419,469
2026-01-01 15:30:00,4363.419,4364.100,4354.678,4354.897,516
2026-01-01 15:35:00,4354.897,4355.627,4352.920,4354.062,866
2026-01-01 15:40:00,4354.062,4372.326,4354.008,4372.322,293
2026-01-01 15:45:00,4372.322,4374.416,4371.966,4372.753,720
2026-01-01 15:50:00,4372.753,4372.896,4360.494,4361.313,522
2026-01-01 15:55:00,4361.313,4362.230,4359.037,4360.113,561
2026-01-01 16:00:00,4360.113,4371.217,4359.006,4371.158,517
2026-01-01 16:05:00,4371.158,4371.530,4354.976,4355.846,566
2026-01-01 16:10:00,4355.846,4357.180,4355.683,4357.143,476
2026-01-01 16:15:00,4357.143,4366.399,4356.279,4366.290,718
2026-01-01 16:20:00,4366.290,4366.789,4360.156,4360.163,431
2026-01-01 16:25:00,4360.163,4362.757,4360.034,4362.482,669
2026-01-01 16:30:00,4362.482,4363.027,4360.870,4361.569,403
2026-01-01 16:35:00,4361.569,4364.949,4361.315,4364.523,490
2026-01-01 16:40:00,4364.523,4371.472,4364.484,4370.777,339
2026-01-01 16:45:00,4370.777,4371.012,4362.274,4363.108,568
2026-01-01 16:50:00,4363.108,4366.514,4363.075,4366.331,716
2026-01-01 16:55:00,4366.331,4366.621,4350.721,4350.772,488
2026-01-01 17:00:00,4350.772,4362.550,4349.622,4362.352,470
2026-01-01 17:05:00,4362.352,4362.951,4357.241,4357.814,332
2026-01-01 17:10:00,4357.814,4358.986,4355.695,4355.703,465
2026-01-01 17:15:00,4355.703,4357.900,4355.544,4357.686,261
2026-01-01 17:20:00,4357.686,4362.081,4357.657,4360.807,363
2026-01-01 17:25:00,4360.807,4368.849,4360.677,4367.892,534
2026-01-01 17:30:00,4367.892,4368.765,4354.583,4355.276,697
2026-01-01 17:35:00,4355.276,4380.000,4355.179,4380.000,921
2026-01-01 17:40:00,4380.000,4380.000,4379.522,4380.000,412
2026-01-01 17:45:00,4380.000,4380.000,4360.168,4360.968,715
2026-01-01 17:50:00,4360.968,4370.246,4360.641,4368.349,536
2026-01-01 17:55:00,4368.349,4368.697,4365.533,4365.784,477
2026-01-01 18:00:00,4365.784,4371.714,4364.640,4370.165,564
2026-01-01 18:05:00,4370.165,4370.443,4361.936,4362.015,509
2026-01-01 18:10:00,4362.015,4362.373,4358.462,4359.099,516
2026-01-01 18:15:00,4359.099,4361.981,4358.421,4361.683,438
2026-01-01 18:20:00,4361.683,4365.210,4361.027,4364.211,290
2026-01-01 18:25:00,4364.211,4364.401,4363.844,4363.869,268
2026-01-01 18:30:00,4363.869,4363.933,4356.641,4357.182,597
2026-01-01 18:35:00,4357.182,4363.493,4356.488,4363.438,458
2026-01-01 18:40:00,4363.438,4364.683,4363.218,4364.177,410
2026-01-01 18:45:00,4364.177,4376.366,4363.934,4376.145,501
2026-01-01 18:50:00,4376.145,4376.573,4371.934,4372.758,619
2026-01-01 18:55:00,4372.758,4373.198,4357.921,4358.625,527
2026-01-01 19:00:00,4358.625,4362.147,4358.541,4361.572,401
2026-01-01 19:05:00,4361.572,4362.615,4354.809,4355.605,683
2026-01-01 19:10:00,4355.605,4360.711,4355.401,4360.090,736
2026-01-01 19:15:00,4360.090,4365.254,4359.951,4364.686,574
2026-01-01 19:20:00,4364.686,4369.994,4364.556,4369.139,646
2026-01-01 19:25:00,4369.139,4369.262,4359.146,4359.516,686
2026-01-01 19:30:00,4359.516,4360.827,4359.354,4359.928,669
2026-01-01 19:35:00,4359.928,4360.212,4352.348,4352.670,592
2026-01-01 19:40:00,4352.670,4363.326,4352.268,4362.395,589
2026-01-01 19:45:00,4362.395,4362.479,4357.888,4358.087,577
2026-01-01 19:50:00,4358.087,4360.856,4357.830,4360.690,335
2026-01-01 19:55:00,4360.690,4361.692,4358.927,4359.083,605
2026-01-01 20:00:00,4359.083,4363.042,4358.908,4362.811,296
2026-01-01 20:05:00,4362.811,4363.413,4354.357,4355.087,380
2026-01-01 20:10:00,4355.087,4356.805,4354.779,4356.518,695
2026-01-01 20:15:00,4356.518,4373.330,4355.598,4373.041,626
2026-01-01 20:20:00,4373.041,4374.043,4356.747,4357.491,723
2026-01-01 20:25:00,4357.491,4358.828,4356.136,4358.420,459
2026-01-01 20:30:00,4358.420,4371.859,4357.228,4371.514,327
2026-01-01 20:35:00,4371.514,4376.877,4371.495,4376.142,463
2026-01-01 20:40:00,4376.142,4377.675,4358.277,4358.297,515
2026-01-01 20:45:00,4358.297,4362.328,4358.221,4361.825,511
2026-01-01 20:50:00,4361.825,4365.958,4361.047,4364.878,670
2026-01-01 20:55:00,4364.878,4371.238,4363.168,4370.709,445
2026-01-01 21:00:00,4370.709,4370.867,4359.109,4359.362,552
